,seed,model_name,accuracy,f1_score,n_clusters,domain,n_test_samples
263,200,lr,0.811,0.803941908713693,8,Global,2000
264,300,rf,0.8185,0.8068121341138903,1,Domain1,2000
265,300,rf,0.8185,0.8068121341138903,1,Global,2000
266,300,lgbm,0.813,0.8023255813953487,1,Domain1,2000
267,300,lgbm,0.813,0.8023255813953487,1,Global,2000
268,300,lr,0.803,0.7904255319148936,1,Domain1,2000
269,300,lr,0.803,0.7904255319148936,1,Global,2000
270,300,rf,0.8786549707602339,0.7821522309711286,2,Domain1,684
271,300,rf,0.7872340425531915,0.8113207547169811,2,Domain2,1316
272,300,rf,0.8185,0.8053619302949061,2,Global,2000
273,300,lgbm,0.8669590643274854,0.7598944591029023,2,Domain1,684
274,300,lgbm,0.7750759878419453,0.8037135278514589,2,Domain2,1316
275,300,lgbm,0.8065,0.7949125596184418,2,Global,2000
276,300,lr,0.8654970760233918,0.75,2,Domain1,684
277,300,lr,0.7621580547112462,0.7860560492139438,2,Domain2,1316
278,300,lr,0.7975,0.7788093937738941,2,Global,2000
279,300,rf,0.7849686847599165,0.8362480127186009,3,Domain1,479
280,300,rf,0.7863993025283348,0.7956630525437866,3,Domain2,1147
281,300,rf,0.9732620320855615,0.0,3,Domain3,374
282,300,rf,0.821,0.8052230685527748,3,Global,2000
283,300,lgbm,0.7703549060542797,0.8231511254019293,3,Domain1,479
284,300,lgbm,0.7855274629468177,0.802250803858521,3,Domain2,1147
285,300,lgbm,0.9732620320855615,0.0,3,Domain3,374
286,300,lgbm,0.817,0.8049040511727078,3,Global,2000
287,300,lr,0.7620041753653445,0.819047619047619,3,Domain1,479
288,300,lr,0.7663469921534438,0.7788778877887788,3,Domain2,1147
289,300,lr,0.9732620320855615,0.0,3,Domain3,374
290,300,lr,0.804,0.7883369330453563,3,Global,2000
291,300,rf,0.7818181818181819,0.8285714285714285,4,Domain1,440
292,300,rf,0.9811827956989247,0.36363636363636365,4,Domain2,372
293,300,rf,0.7573529411764706,0.7924528301886793,4,Domain3,408
294,300,rf,0.791025641025641,0.7999999999999999,4,Domain4,780
295,300,rf,0.8175,0.8040794417606012,4,Global,2000
296,300,lgbm,0.775,0.8222621184919211,4,Domain1,440
297,300,lgbm,0.978494623655914,0.0,4,Domain2,372
298,300,lgbm,0.7769607843137255,0.8115942028985508,4,Domain3,408
299,300,lgbm,0.7769230769230769,0.7872860635696821,4,Domain4,780
300,300,lgbm,0.814,0.8006430868167203,4,Global,2000
301,300,lr,0.7545454545454545,0.8078291814946619,4,Domain1,440
302,300,lr,0.9865591397849462,0.6153846153846154,4,Domain2,372
303,300,lr,0.75,0.7848101265822786,4,Domain3,408
304,300,lr,0.7615384615384615,0.7742718446601942,4,Domain4,780
305,300,lr,0.7995,0.785904965296316,4,Global,2000
306,300,rf,0.7813333333333333,0.8240343347639485,5,Domain1,375
307,300,rf,0.9836956521739131,0.25,5,Domain2,368
308,300,rf,0.8528301886792453,0.3157894736842105,5,Domain3,265
309,300,rf,0.8140589569160998,0.8742331288343559,5,Domain4,441
310,300,rf,0.7168784029038112,0.7699115044247787,5,Domain5,551
311,300,rf,0.8175,0.8038688876947877,5,Global,2000
312,300,lgbm,0.7653333333333333,0.8095238095238094,5,Domain1,375
313,300,lgbm,0.9809782608695652,0.0,5,Domain2,368
314,300,lgbm,0.8264150943396227,0.34285714285714286,5,Domain3,265
315,300,lgbm,0.7845804988662132,0.8562783661119515,5,Domain4,441
316,300,lgbm,0.7168784029038112,0.7752161383285303,5,Domain5,551
317,300,lgbm,0.804,0.7930306230200634,5,Global,2000
318,300,lr,0.7626666666666667,0.8086021505376344,5,Domain1,375
319,300,lr,0.9809782608695652,0.0,5,Domain2,368
320,300,lr,0.8452830188679246,0.2807017543859649,5,Domain3,265
321,300,lr,0.8117913832199547,0.8736681887366821,5,Domain4,441
322,300,lr,0.6932849364791288,0.737984496124031,5,Domain5,551
323,300,lr,0.8055,0.7875477880939377,5,Global,2000
324,300,rf,0.981081081081081,0.36363636363636365,6,Domain1,370
325,300,rf,0.8682170542635659,0.19047619047619044,6,Domain2,258
326,300,rf,0.7660377358490567,0.8192419825072886,6,Domain3,530
327,300,rf,0.7515527950310559,0.8275862068965518,6,Domain4,161
328,300,rf,0.7326732673267327,0.8,6,Domain5,303
329,300,rf,0.7962962962962963,0.8378947368421052,6,Domain6,378
330,300,rf,0.8185,0.8038897893030794,6,Global,2000
331,300,lgbm,0.9783783783783784,0.0,6,Domain1,370
332,300,lgbm,0.8488372093023255,0.360655737704918,6,Domain2,258
333,300,lgbm,0.7641509433962265,0.8216833095577747,6,Domain3,530
334,300,lgbm,0.6894409937888198,0.7807017543859649,6,Domain4,161
335,300,lgbm,0.7491749174917491,0.8099999999999999,6,Domain5,303
336,300,lgbm,0.7857142857142857,0.8272921108742005,6,Domain6,378
337,300,lgbm,0.8105,0.7970005356186395,6,Global,2000
338,300,lr,0.981081081081081,0.36363636363636365,6,Domain1,370
339,300,lr,0.8565891472868217,0.24489795918367346,6,Domain2,258
340,300,lr,0.7566037735849057,0.8185654008438819,6,Domain3,530
341,300,lr,0.7204968944099379,0.8132780082987553,6,Domain4,161
342,300,lr,0.7194719471947195,0.7837150127226464,6,Domain5,303
343,300,lr,0.7777777777777778,0.8285714285714286,6,Domain6,378
344,300,lr,0.8065,0.7957783641160951,6,Global,2000
345,300,rf,0.9864130434782609,0.5454545454545454,7,Domain1,368
346,300,rf,0.856,0.09999999999999999,7,Domain2,250
347,300,rf,0.7941176470588235,0.858195211786372,7,Domain3,374
348,300,rf,0.7530864197530864,0.8290598290598291,7,Domain4,162
349,300,rf,0.6903553299492385,0.7214611872146119,7,Domain5,197
350,300,rf,0.7790697674418605,0.8199052132701422,7,Domain6,344
351,300,rf,0.7475409836065574,0.8000000000000002,7,Domain7,305
352,300,rf,0.814,0.7993527508090614,7,Global,2000
353,300,lgbm,0.9809782608695652,0.0,7,Domain1,368
354,300,lgbm,0.852,0.3728813559322034,7,Domain2,250
355,300,lgbm,0.7780748663101604,0.8460111317254174,7,Domain3,374
356,300,lgbm,0.6975308641975309,0.7860262008733624,7,Domain4,162
357,300,lgbm,0.6700507614213198,0.7186147186147186,7,Domain5,197
358,300,lgbm,0.7441860465116279,0.7894736842105262,7,Domain6,344
359,300,lgbm,0.740983606557377,0.7989821882951653,7,Domain7,305
360,300,lgbm,0.796,0.7825159914712153,7,Global,2000
361,300,lr,0.9864130434782609,0.4444444444444445,7,Domain1,368
362,300,lr,0.868,0.2978723404255319,7,Domain2,250
363,300,lr,0.8101604278074866,0.8672897196261682,7,Domain3,374
364,300,lr,0.7407407407407407,0.8264462809917356,7,Domain4,162
365,300,lr,0.6700507614213198,0.6889952153110047,7,Domain5,197
366,300,lr,0.7761627906976745,0.8196721311475411,7,Domain6,344
367,300,lr,0.7377049180327869,0.7969543147208121,7,Domain7,305
368,300,lr,0.8135,0.7997852925389157,7,Global,2000
369,300,rf,0.9863387978142076,0.0,8,Domain1,366
370,300,rf,0.8028846153846154,0.8326530612244899,8,Domain2,208
371,300,rf,0.7898832684824902,0.847457627118644,8,Domain3,257
372,300,rf,0.7375886524822695,0.7823529411764707,8,Domain4,282
373,300,rf,0.8623481781376519,0.15,8,Domain5,247
374,300,rf,0.7407407407407407,0.8078431372549019,8,Domain6,189
375,300,rf,0.7372013651877133,0.8060453400503778,8,Domain7,293
376,300,rf,0.7468354430379747,0.8245614035087719,8,Domain8,158
377,300,rf,0.813,0.7993562231759657,8,Global,2000
378,300,lgbm,0.9863387978142076,0.0,8,Domain1,366
379,300,lgbm,0.7211538461538461,0.7542372881355933,8,Domain2,208
380,300,lgbm,0.7509727626459144,0.8202247191011236,8,Domain3,257
381,300,lgbm,0.75177304964539,0.8011363636363636,8,Domain4,282
382,300,lgbm,0.8623481781376519,0.3928571428571429,8,Domain5,247
383,300,lgbm,0.656084656084656,0.7450980392156863,8,Domain6,189
384,300,lgbm,0.7508532423208191,0.8151898734177215,8,Domain7,293
385,300,lgbm,0.6835443037974683,0.7767857142857144,8,Domain8,158
386,300,lgbm,0.7905,0.7770090473656199,8,Global,2000
387,300,lr,0.9863387978142076,0.0,8,Domain1,366
388,300,lr,0.8076923076923077,0.8360655737704918,8,Domain2,208
389,300,lr,0.7782101167315175,0.8347826086956521,8,Domain3,257
390,300,lr,0.75177304964539,0.8011363636363636,8,Domain4,282
391,300,lr,0.8623481781376519,0.22727272727272727,8,Domain5,247
392,300,lr,0.6931216931216931,0.7769230769230769,8,Domain6,189
393,300,lr,0.7303754266211604,0.7937336814621408,8,Domain7,293
394,300,lr,0.7278481012658228,0.8185654008438819,8,Domain8,158
395,300,lr,0.807,0.7935828877005348,8,Global,2000
396,400,rf,0.84,0.8333333333333334,1,Domain1,2000
397,400,rf,0.84,0.8333333333333334,1,Global,2000
398,400,lgbm,0.8335,0.8279069767441861,1,Domain1,2000
399,400,lgbm,0.8335,0.8279069767441861,1,Global,2000
400,400,lr,0.8135,0.8035808320168509,1,Domain1,2000
401,400,lr,0.8135,0.8035808320168509,1,Global,2000
402,400,rf,0.79858934169279,0.8292358803986711,2,Domain1,1276
403,400,rf,0.9074585635359116,0.8377723970944311,2,Domain2,724
404,400,rf,0.838,0.8310740354535976,2,Global,2000
405,400,lgbm,0.7813479623824452,0.8111035883547731,2,Domain1,1276
406,400,lgbm,0.8812154696132597,0.7892156862745098,2,Domain2,724
407,400,lgbm,0.8175,0.806366047745358,2,Global,2000
408,400,lr,0.7601880877742947,0.7935222672064777,2,Domain1,1276
409,400,lr,0.8950276243093923,0.8173076923076923,2,Domain2,724
410,400,lr,0.809,0.7987355110642782,2,Global,2000
411,400,rf,0.9851116625310173,0.25,3,Domain1,403
412,400,rf,0.7850045167118338,0.807131280388979,3,Domain2,1107
413,400,rf,0.8142857142857143,0.8627450980392156,3,Domain3,490
414,400,rf,0.8325,0.8241469816272967,3,Global,2000
415,400,lgbm,0.9851116625310173,0.0,3,Domain1,403
416,400,lgbm,0.7813911472448057,0.8035714285714286,3,Domain2,1107
417,400,lgbm,0.7918367346938775,0.8463855421686747,3,Domain3,490
418,400,lgbm,0.825,0.8159831756046266,3,Global,2000
419,400,lr,0.9875930521091811,0.4444444444444444,3,Domain1,403
420,400,lr,0.7714543812104788,0.7987271280827368,3,Domain2,1107
421,400,lr,0.7959183673469388,0.8498498498498498,3,Domain3,490
422,400,lr,0.821,0.8146997929606624,3,Global,2000
423,400,rf,0.817351598173516,0.863481228668942,4,Domain1,438
